date,close
2021-10-12,41.849998
2021-10-13,41.419998
2021-10-14,41.669998
2021-10-15,41.490002
2021-10-18,41.32
2021-10-19,42.09
2021-10-20,42.799999
2021-10-21,42.860001
2021-10-22,43.16
2021-10-25,43.150002
2021-10-26,43.560001
2021-10-27,42.970001
2021-10-28,43.18
2021-10-29,43.740002
2021-11-01,43.639999
2021-11-02,45.450001
2021-11-03,44.82
2021-11-04,43.849998
2021-11-05,48.610001
2021-11-08,48.330002
2021-11-09,47.299999
2021-11-10,49.02
2021-11-11,50.18
2021-11-12,49.73
2021-11-15,49.650002
2021-11-16,49.599998
2021-11-17,50.869999
2021-11-18,51.41
2021-11-19,50.799999
2021-11-22,51.200001
2021-11-23,51.080002
2021-11-24,50.889999
2021-11-26,54
2021-11-29,52.400002
2021-11-30,53.73
2021-12-01,54.68
2021-12-02,53.040001
2021-12-03,54.27
2021-12-06,51.48
2021-12-07,51.720001
2021-12-08,51.400002
2021-12-09,52.080002
2021-12-10,52.779999
2021-12-13,55.200001
2021-12-14,55.540001
2021-12-15,58.799999
2021-12-16,61.25
2021-12-17,59.48
2021-12-20,61.02
2021-12-21,58.950001
2021-12-22,59.549999
2021-12-23,58.709999
2021-12-27,59.200001
2021-12-28,58.009998
2021-12-29,57.580002
2021-12-30,58.400002
2021-12-31,59.049999
2022-01-03,56.650002
2022-01-04,54.529999
2022-01-05,55.630001
2022-01-06,54.84
2022-01-07,55.720001
2022-01-10,56.240002
2022-01-11,56.689999
2022-01-12,56.650002
2022-01-13,55.540001
2022-01-14,54.950001
2022-01-18,54.110001
2022-01-19,53.540001
2022-01-20,54.049999
2022-01-21,52.790001
2022-01-24,51.540001
2022-01-25,52.540001
2022-01-26,53.009998
2022-01-27,53.369999
2022-01-28,54.330002
2022-01-31,52.689999
2022-02-01,53.07
2022-02-02,53.860001
2022-02-03,53.380001
2022-02-04,53
2022-02-07,53.209999
2022-02-08,51.700001
2022-02-09,51.470001
2022-02-10,50.599998
2022-02-11,50.779999
2022-02-14,49.799999
2022-02-15,49.790001
2022-02-16,49.68
2022-02-17,48.900002
2022-02-18,48.529999
2022-02-22,47.529999
2022-02-23,46.869999
2022-02-24,45.959999
2022-02-25,47.720001
2022-02-28,46.939999
2022-03-01,45.75
2022-03-02,47.700001
2022-03-03,47.830002
2022-03-04,48.650002
2022-03-07,47.98
2022-03-08,47.439999
2022-03-09,48.75
2022-03-10,49.200001
2022-03-11,50.27
2022-03-14,52.25
2022-03-15,52.209999
2022-03-16,52.919998
2022-03-17,54.240002
2022-03-18,54.509998
2022-03-21,54.189999
2022-03-22,53.040001
2022-03-23,52.189999
2022-03-24,52.59
2022-03-25,52.779999
2022-03-28,53.279999
2022-03-29,52.740002
2022-03-30,52.439999
2022-03-31,51.77
2022-04-01,51.57
2022-04-04,50.939999
2022-04-05,51.240002
2022-04-06,52.869999
2022-04-07,55.16
2022-04-08,55.169998
2022-04-11,53.93
2022-04-12,53.110001
2022-04-13,53.099998
2022-04-14,53.119999
2022-04-18,51.84
2022-04-19,50.18
2022-04-20,49.75
2022-04-21,49.110001
2022-04-22,48.130001
2022-04-25,48.950001
2022-04-26,49.029999
2022-04-27,49.740002
2022-04-28,50.509998
2022-04-29,49.07
2022-05-02,48.34
2022-05-03,49.290001
2022-05-04,49.66
2022-05-05,48.450001
2022-05-06,49.040001
2022-05-09,48.639999
2022-05-10,49.490002
2022-05-11,49.450001
2022-05-12,50.389999
2022-05-13,49.919998
2022-05-16,50.669998
2022-05-17,51.34
2022-05-18,50.400002
2022-05-19,50.650002
2022-05-20,52.470001
2022-05-23,52.880001
2022-05-24,53.41
2022-05-25,53.709999
2022-05-26,53.990002
2022-05-27,53.91
2022-05-31,53.040001
2022-06-01,52.369999
2022-06-02,52.68
2022-06-03,53.200001
2022-06-06,53.259998
2022-06-07,53.959999
2022-06-08,53.470001
2022-06-09,51.779999
2022-06-10,49.970001
2022-06-13,47.91
2022-06-14,47.919998
2022-06-15,48.509998
2022-06-16,47.48
2022-06-17,46.529999
2022-06-21,48.110001
2022-06-22,49.07
2022-06-23,50.09
2022-06-24,51.59
2022-06-27,51.880001
2022-06-28,50.66
2022-06-29,50.939999
2022-06-30,52.43
2022-07-01,52.310001
2022-07-05,51.639999
2022-07-06,52.75
2022-07-07,53.419998
2022-07-08,53.169998
2022-07-11,52.889999
2022-07-12,52.040001
2022-07-13,51.790001
2022-07-14,51.389999
2022-07-15,51.75
2022-07-18,50.75
2022-07-19,51.369999
2022-07-20,50.82
2022-07-21,51.119999
2022-07-22,51.23
2022-07-25,51.77
2022-07-26,52.299999
2022-07-27,51.950001
2022-07-28,50.720001
2022-07-29,50.509998
2022-08-01,50.610001
2022-08-02,49.689999
2022-08-03,49.860001
2022-08-04,49.860001
2022-08-05,49.27
2022-08-08,49.57
2022-08-09,49.779999
2022-08-10,49.950001
2022-08-11,48.290001
2022-08-12,50.110001
2022-08-15,49.75
2022-08-16,49.860001
2022-08-17,49.27
2022-08-18,48.580002
2022-08-19,49.150002
2022-08-22,48.900002
2022-08-23,48.009998
2022-08-24,47.43
2022-08-25,47.900002
2022-08-26,46.82
2022-08-29,46.23
2022-08-30,45.849998
2022-08-31,45.23
2022-09-01,46.630001
2022-09-02,45.700001
2022-09-06,45.759998
2022-09-07,46.130001
2022-09-08,47.080002
2022-09-09,47.84
2022-09-12,47.759998
2022-09-13,46.189999
2022-09-14,46.150002
2022-09-15,45.939999
2022-09-16,46.029999
2022-09-19,45.439999
2022-09-20,44.77
2022-09-21,43.919998
2022-09-22,44.57
2022-09-23,44.080002
2022-09-26,43.830002
2022-09-27,44.09
2022-09-28,44.43
2022-09-29,44.16
2022-09-30,43.759998
2022-10-03,44.139999
2022-10-04,44.459999
2022-10-05,44.119999
2022-10-06,43.09
2022-10-07,42.32
2022-10-10,41.75
2022-10-11,41.919998